label,mode,tool,round,ms,status
fixture,combined,rslint,9,748.1614589999663,1
stress,combined,oxlint,9,5217.591984000057,1
fixture,combined,eslint,9,2738.169125000015,1
fixture,ts,eslint,9,2560.9445940000005,0
stress,ts,eslint,9,21823.896575999912,0
fixture,combined,oxlint,9,624.052066000062,1
stress,combined,eslint,9,24207.147935000015,1
stress,ts,oxlint,9,3486.6911529999925,0
fixture,ts,oxlint,9,321.1305980000179,0
fixture,ts,rslint,9,282.38768499996513,0
stress,combined,rslint,9,6244.197389999987,1
stress,ts,rslint,9,3260.6372190000257,0
fixture,ts,oxlint,10,331.8656020000344,0
stress,ts,eslint,10,21610.192775000003,0
stress,combined,oxlint,10,5538.475375000038,1
stress,combined,eslint,10,24025.63417399989,1
fixture,combined,eslint,10,2696.80369900004,1
fixture,ts,eslint,10,2588.4380319999764,0
stress,combined,rslint,10,6339.490116000059,1
stress,ts,rslint,10,3312.004292000085,0
fixture,combined,oxlint,10,623.4738160000416,1
fixture,ts,rslint,10,284.7655939999968,0
fixture,combined,rslint,10,763.8990650000051,1
stress,ts,oxlint,10,3710.132663000026,0
fixture,ts,oxlint,11,349.7468499999959,0
fixture,ts,rslint,11,289.7822279999964,0
fixture,combined,eslint,11,2723.581637999974,1
stress,combined,oxlint,11,5580.006009000004,1
fixture,ts,eslint,11,2598.5430319999577,0
stress,combined,eslint,11,24302.85500900005,1
stress,ts,eslint,11,22011.443946000072,0
stress,combined,rslint,11,6310.030446999939,1
stress,ts,rslint,11,3251.3507550000213,0
fixture,combined,rslint,11,769.9997160001658,1
fixture,combined,oxlint,11,633.7652049998287,1
stress,ts,oxlint,11,3583.672982999822,0
fixture,ts,oxlint,12,318.8413579999469,0
stress,ts,rslint,12,3346.911548000062,0
stress,ts,eslint,12,22026.59363300004,0
fixture,combined,eslint,12,2688.0968430000357,1
stress,combined,oxlint,12,5600.406193000032,1
stress,combined,eslint,12,24014.1903570001,1
fixture,combined,oxlint,12,643.3394639999606,1
fixture,ts,eslint,12,2585.725413999986,0
stress,ts,oxlint,12,3655.1022670001257,0
fixture,combined,rslint,12,778.6208740000147,1
fixture,ts,rslint,12,279.88124400004745,0
stress,combined,rslint,12,6433.157706999918,1
stress,ts,oxlint,13,3652.8922319998965,0
fixture,ts,eslint,13,2459.9428439999465,0
stress,ts,eslint,13,21202.629502000054,0
stress,combined,rslint,13,6234.852041999809,1
fixture,combined,oxlint,13,618.5438490000088,1
fixture,ts,rslint,13,279.7423950000666,0
fixture,ts,oxlint,13,329.37900299998,0
fixture,combined,eslint,13,2685.7256620000117,1
fixture,combined,rslint,13,750.8438750000205,1
stress,combined,eslint,13,23670.711206000065,1
stress,ts,rslint,13,3365.6816899999976,0
stress,combined,oxlint,13,5524.049099999946,1
fixture,ts,eslint,14,2527.3642559999134,0
stress,ts,eslint,14,21757.27336500003,0
stress,combined,eslint,14,23701.98292199988,1
fixture,combined,rslint,14,755.2106469999999,1
fixture,ts,rslint,14,275.5567910000682,0
stress,ts,oxlint,14,3650.4696720000356,0
fixture,combined,eslint,14,2727.5617529999,1
stress,combined,oxlint,14,5643.125663999934,1
stress,ts,rslint,14,3271.6783880000003,0
fixture,combined,oxlint,14,644.0071089998819,1
stress,combined,rslint,14,6426.794115999946,1
fixture,ts,oxlint,14,333.72275600000285,0
stress,combined,eslint,15,24102.10132799996,1
fixture,combined,rslint,15,744.1796260001138,1
stress,ts,rslint,15,3287.0547950000037,0
fixture,ts,oxlint,15,348.96077100001276,0
fixture,combined,oxlint,15,669.0200539999641,1
stress,ts,eslint,15,22001.266818000004,0
fixture,ts,rslint,15,270.65930400020443,0
fixture,combined,eslint,15,2689.2159430000465,1
fixture,ts,eslint,15,2551.9498239997774,0
stress,combined,oxlint,15,5506.4529579998925,1
stress,combined,rslint,15,6397.303158999886,1
stress,ts,oxlint,15,3655.722429000074,0
fixture,combined,rslint,16,752.4432159999851,1
stress,ts,oxlint,16,3496.32544899988,0
stress,combined,eslint,16,24024.130857999902,1
fixture,ts,oxlint,16,347.8551700001117,0
stress,combined,rslint,16,6559.3040110000875,1
stress,ts,eslint,16,21883.272921999916,0
fixture,combined,eslint,16,2808.849421000108,1
stress,combined,oxlint,16,5495.378703000024,1
stress,ts,rslint,16,3504.4866969999857,0
fixture,combined,oxlint,16,625.5729390000924,1
fixture,ts,eslint,16,2572.5467630000785,0
fixture,ts,rslint,16,295.55080899992026,0
fixture,combined,rslint,17,761.1790769998915,1
stress,combined,rslint,17,6302.431682999944,1
stress,combined,eslint,17,23750.092307999963,1
stress,ts,oxlint,17,3673.879594999831,0
stress,combined,oxlint,17,5564.329277999932,1
fixture,combined,oxlint,17,655.1527670000214,1
fixture,ts,oxlint,17,336.789506000001,0
fixture,ts,eslint,17,2585.6929460000247,0
fixture,ts,rslint,17,276.92974599986337,0
stress,ts,rslint,17,3277.3940469999798,0
stress,ts,eslint,17,21934.32085800008,0
fixture,combined,eslint,17,2737.432235999964,1
fixture,ts,eslint,18,2539.2618729998358,0
fixture,ts,rslint,18,279.9250949998386,0
stress,ts,oxlint,18,3411.940552999964,0
fixture,combined,oxlint,18,641.7943730000407,1
stress,ts,eslint,18,21882.44303600001,0
stress,combined,eslint,18,23991.80908599985,1
stress,combined,oxlint,18,5585.282152000116,1
stress,combined,rslint,18,6383.297177999979,1
fixture,combined,eslint,18,2831.698325000005,1
fixture,combined,rslint,18,756.1205740000587,1
stress,ts,rslint,18,3520.325138000073,0
fixture,ts,oxlint,18,314.91896599996835,0
fixture,combined,rslint,19,748.2731429999694,1
stress,ts,eslint,19,21931.033967999974,0
stress,combined,oxlint,19,5293.748827999923,1
fixture,ts,eslint,19,2607.000057999976,0
fixture,ts,rslint,19,287.2044720000122,0
fixture,combined,oxlint,19,639.8657790001016,1
stress,ts,rslint,19,3247.1990549999755,0
stress,combined,eslint,19,23906.741703999927,1
stress,ts,oxlint,19,3451.1372279999778,0
stress,combined,rslint,19,6355.370165999979,1
fixture,combined,eslint,19,2736.690997000085,1
fixture,ts,oxlint,19,341.10753899998963,0
